Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_tier2_hidden_cache_offer,,Quest Info,New,Our operatives witnessed one of Cassadore's underlings hiding a shipment at [DECEA3]{poi.name}[-]. Find the shipment and bring it back to me.,,,,
quest_tier3_hidden_cache_offer,,Quest Info,New,We heard that one of the Duke's men hid a special shipment at [DECEA3]{poi.name}[-]. I would appreciate it if you could bring it back to me.,,,,
quest_tier4_hidden_cache_offer,,Quest Info,New,Some of the Duke's lackeys stole some of our supplies and hid them at [DECEA3]{poi.name}[-]. I will reward you if you retrieve them.,,,,
quest_tier5_hidden_cache_offer,,Quest Info,New,Some of our men went missing trying to secure some stolen supplies at [DECEA3]{poi.name}[-]. We fear the worst for the men but really need those supplies. Could you look into this for me?,,,,
quest_tier6_hidden_cache_offer,,Quest Info,New,We got a good tip that some of the Duke's supplies are hidden at [DECEA3]{poi.name}[-]. This will be one of the toughest assignments we have sent you on. We are really counting on you. Good luck.,,,,
quest_tier2_fetch_clear_offer,,Quest Info,New,One of our Runners had to stash their shipment at [DECEA3]{poi.name}[-]. Go exterminate the zombies and retrieve the shipment.,,,,
quest_tier3_fetch_clear_offer,,Quest Info,New,One of the boys were being overrun by zombies during a supply run. They told me exactly where to find the shipment at [DECEA3]{poi.name}[-]. Go slaughter the zombies and retrieve the goods.,,,,
quest_tier4_fetch_clear_offer,,Quest Info,New,We need to retrieve our supplies at [DECEA3]{poi.name}[-]. We know where they stashed them. Go clear out the zombies and retrieve the supplies.,,,,
quest_tier5_fetch_clear_offer,,Quest Info,New,This will be a rough mission for you but I'm sure you can handle it. One of our comrades stashed supplies inside [DECEA3]{poi.name}[-]. We know where the supplies are. We simply need you to wipe out the zombies and bring home the bacon.,,,,
quest_tier6_fetch_clear_offer,,Quest Info,New,One of our brothers got ambushed and had to leave an important shipment behind at [DECEA3]{poi.name}[-]. This will be an incredibly hard mission. You might want to recruit some friends. Go kill all the zombies and retrieve the goods.,,,,
quest_tier3_hidden_clear_offer,,Quest Info,New,One of our couriers stole supplies from the Duke that we desperately needed and hid them at [DECEA3]{poi.name}[-]. Go kill all the zombies and find the hidden shipment.,,,,
quest_tier4_hidden_clear_offer,,Quest Info,New,We received word that one of the Cassadores hid supplies at [DECEA3]{poi.name}[-]. Go wipe out the zombies and find the hidden shipment.,,,,
quest_tier5_hidden_clear_offer,,Quest Info,New,This will be a difficult mission. We tracked the one of the Duke's henchmen to [DECEA3]{poi.name}[-] and know that they had a valuable shipment on them. Go exterminate the zombies and find the hidden shipment.,,,,
quest_tier6_hidden_clear_offer,,Quest Info,New,"Some would say this mission is impossible, but then again they've never seen you in action. We are certain there are Duke supplies at [DECEA3]{poi.name}[-]. You must find the hidden supplies and slaughter the zombie threat.",,,,
quest_tier1_buried_supplies_offer,,Quest Info,New,"One of my couriers had a little run in with a Cassadore lackey. He was able to lose him but had to bury the shipment. I'm only interested in our supplies, you can keep the rest of the loot. Be warned this courier isn't playing with a full deck so the mark on the map may be a little off. Don't forget you're going to need a shovel.",,,,
quest_tier1_complete,,Quest Info,New,Tier 1 Complete,,,,
quest_tier2_complete,,Quest Info,New,Tier 2 Complete,,,,
quest_tier3_complete,,Quest Info,New,Tier 3 Complete,,,,
quest_tier4_complete,,Quest Info,New,Tier 4 Complete,,,,
quest_tier5_complete,,Quest Info,New,Tier 5 Complete,,,,
quest_tier6_complete,,Quest Info,New,Tier 6 Complete,,,,
quest_tier1_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]2[-] quests.,,,,
quest_tier2_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]3[-] quests.,,,,
quest_tier3_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]4[-] quests.,,,,
quest_tier4_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]5[-] quests.,,,,
quest_tier5_complete_description,,Quest Info,New,Special reward for unlocking the tier [DECEA3]6[-] quests.,,,,
quest_tier6_complete_description,,Quest Info,New,Special reward for completing all tiers of quests.,,,,
quest_tier_complete_competion,,Quest Info,New,THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. CHECK BACK TOMORROW AND I WILL HAVE SOME HARDER JOBS FOR YOU THAT SHOULD BE MORE REWARDING.,,,,
quest_tier6_complete_competion,,Quest Info,New,THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. WE HAVE NO HARDER QUESTS FOR YOU NOW.,,,,

quest_classtrainingcivilian,,Quest Info,KgNone,"Class Training - Civilian","Formation en classe - Civil","Klassentraining - Zivilist",,
quest_classtrainingcivilian_offer,,Quest Info,KeyCon KgNone,"So you were one of those office-types, huh?!\n\nYou're gonna wish you'd picked up a few skills before everything went to shit. Lucky for you, this manual will give you a few basics to get started.\n\nGood luck, kid!","Donc, vous étiez un de ces types de bureau, hein?\n\nVous souhaiterez avoir acquis quelques compétences avant que tout ne soit merdique. Heureusement pour vous, ce manuel vous donnera quelques notions de base pour commencer.\n\nBonne chance, gamin!","Du warst also einer dieser Bürotypen, oder?\n\nDu wünschst dir, du hättest ein paar Fähigkeiten mitgenommen, bevor alles schief ging. Zum Glück haben Sie in diesem Handbuch einige Grundlagen für den Einstieg.\n\nViel Glück, Junge!",,
quest_classtrainingcivilian1,,Quest Info,Reordered,"Class Quest - Civilian 1/6","Quête de classe - Civil 1/6","Klassenquest - Zivilist 1/6",,
quest_classtrainingcivilian1_subtitle,,Quest Info,Reordered,"Craft a Stone Axe","Fabriquer une hache de pierre","Bastelt eine Steinaxt",,
quest_classtrainingcivilian1_description,,Quest Info,Reordered,"The world is a very dangerous place now, so I guess we need to start from the beginning. A stone axe will allow you to gather wood easier. Punch trees, grass or rocks to gather them. You can also pick up rocks from the ground. Craft a Stone Axe.","Le monde est un endroit très dangereux maintenant, alors je suppose que nous devons commencer par le début. Une hache en pierre vous permettra de ramasser du bois plus facilement. Punch des arbres, de l'herbe ou des roches pour les cueillir Vous pouvez également ramasser des roches du sol. Fabriquer une hache de pierre.","Die Welt ist jetzt ein sehr gefährlicher Ort, also müssen wir von vorn anfangen. Mit einer Steinaxt können Sie leichter Holz sammeln. Lochen Sie Bäume, Gras oder Felsen, um sie zu sammeln. Sie können auch Steine ​​vom Boden aufheben. Bastelt eine Steinaxt.",,
quest_classtrainingcivilian2,,Quest Info,Reordered,"Class Quest - Civilian 2/6","Quête de classe - Civil 2/6","Klassenquest - Zivilist 2/6",,
quest_classtrainingcivilian2_subtitle,,Quest Info,Reordered,"Gather Duke's Casino Tokens","Récupérer des jetons de casino Dukes","Sammle Dukes Casino Token",,
quest_classtrainingcivilian2_description,,Quest Info,Reordered,"Now you've got a basic tool, it's time to teach you about the new economy. Search everything you can find, then return to the trader and sell your spoils for some cold, hard cash. Gather Duke's Casino Tokens.","Maintenant que vous avez un outil de base, il est temps de vous enseigner la nouvelle économie. Cherchez tout ce que vous pouvez trouver, puis revenez chez le commerçant et vendez votre butin contre de l'argent liquide et froid. Récupérez les jetons de casino de Duke.","Jetzt haben Sie ein grundlegendes Werkzeug, es ist Zeit, Sie über die neue Wirtschaft zu unterrichten. Suchen Sie nach allem, was Sie finden können, kehren Sie dann zum Händler zurück und verkaufen Sie Ihre Beute für kaltes, bares Geld. Sammle Casino-Token von Duke.",,
quest_classtrainingcivilian3,,Quest Info,Reordered,"Class Quest - Civilian 3/6","Quête de classe - Civil 3/6","Klassenquest - Zivilist 3/6",,
quest_classtrainingcivilian3_subtitle,,Quest Info,Reordered,"Craft Boiled Water and Charred Meat","Fabriquer de l'eau bouillie et de la viande carbonisée","Fertige gekochtes Wasser und verkohltes Fleisch",,
quest_classtrainingcivilian3_description,,Quest Info,Reordered,"Remember that campfire you made? Time to use it. Animals can be difficult to find, so take this meat and empty cans, go find some water and then make yourself a drink and something to eat. Craft Boiled Water and Charred Meat.","Tu te souviens de ce feu de camp que tu as fait? Il est temps de l'utiliser. Les animaux peuvent être difficiles à trouver, alors prenez cette viande et ces cannettes vides, allez chercher de l’eau, puis préparez-vous un verre et quelque chose à manger. Fabriquer de l'eau bouillie et de la viande carbonisée.","Erinnerst du dich an das Lagerfeuer, das du gemacht hast? Zeit es zu benutzen. Tiere können schwer zu finden sein. Nehmen Sie also dieses Fleisch und leere Dosen, suchen Sie sich etwas Wasser und machen Sie sich ein Getränk und etwas zu essen. Fertige gekochtes Wasser und verkohltes Fleisch.",,
quest_classtrainingcivilian4,,Quest Info,Reordered,"Class Quest - Civilian 4/6","Quête de classe - Civil 4/6","Klassenquest - Zivilist 4/6",,
quest_classtrainingcivilian4_subtitle,,Quest Info,Reordered,"Gather Wood and Craft Wood Frames","Rassembler des cadres de bois et d'artisanat en bois","Sammle Holz und Bastelholzrahmen",,
quest_classtrainingcivilian4_description,,Quest Info,Reordered,"If you want to survive, you'll need shelter and using existing buildings isn't a good idea. Craft Wood Frames.","Si vous voulez survivre, vous aurez besoin d'un abri et utiliser les bâtiments existants n'est pas une bonne idée. Fabriquer des cadres de bois.","Wenn Sie überleben wollen, brauchen Sie Schutz und die Nutzung bestehender Gebäude ist keine gute Idee. Basteln Sie Holzrahmen.",,
quest_classtrainingcivilian5,,Quest Info,Reordered,"Class Quest - Civilian 5/6","Quête de classe - Civil 5/6","Klassenquest - Zivilist 5/6",,
quest_classtrainingcivilian5_subtitle,,Quest Info,Reordered,"Craft a Secure Wood Door and Secure Storage Chest","Fabriquez une porte en bois sécurisée et un coffre de rangement sécurisé","Fertige eine sichere Holztür und eine sichere Aufbewahrungskiste",,
quest_classtrainingcivilian5_description,,Quest Info,Reordered,"Four walls don't mean shit without a door to keep undesirables out, and something to store your loot in. Craft a Secure Wood Door and Secure Storage Chest.","Quatre murs ne signifient pas merde sans une porte pour garder les indésirables, et quelque chose pour ranger votre butin. Fabriquez un coffre en bois sécurisé et un coffre de rangement sécurisé.","Vier Wände bedeuten keine Scheiße ohne eine Tür, um unerwünschte Personen fernzuhalten, und etwas, in dem Sie Ihre Beute aufbewahren können. Fertigen Sie eine sichere Holztür und eine sichere Aufbewahrungskiste.",,
quest_classtrainingcivilian6,,Quest Info,Reordered,"Class Quest - Civilian 6/6","Quête de classe - Civil 6/6","Klassenquest - Zivilist 6/6",,
quest_classtrainingcivilian6_subtitle,,Quest Info,Reordered,"Craft Basic Weapons","Fabriquer des armes de base","Fertige Basiswaffen",,
quest_classtrainingcivilian6_description,,Quest Info,Reordered,"Now you know how to cook basic food, boil water and you have a roof over your head, you need some weapons. Get out there, collect wood, plant fiber and feathers, then make yourself a basic club, bow and arrows. Craft a Wooden Club, Bow and some Arrows.","Maintenant que vous savez cuisiner des aliments de base, faire bouillir de l'eau et que vous avez un toit, vous avez besoin d'armes. Sortez, ramassez du bois, des fibres végétales et des plumes, puis faites-vous un club de base, un arc et des flèches. Fabriquez un club en bois, un arc et des flèches.","Jetzt wissen Sie, wie man Grundnahrungsmittel zubereitet, Wasser kocht und Sie haben ein Dach über dem Kopf. Sie brauchen Waffen. Steigen Sie dort hin, sammeln Sie Holz, Pflanzenfasern und Federn und machen Sie sich zu einem einfachen Schläger mit Pfeil und Bogen. Bastelt einen Holzklub, einen Bogen und einige Pfeile.",,
quest_classtrainingfarmer,,Quest Info,KgNone,"Class Training - Farmer","Formation en classe - Agriculteur","Klassentraining - Landwirt",,
quest_classtrainingfarmer_offer,,Quest Info,KeyCon KgNone,"Knowing how to work the land is a valuable skill these days. You also used to know how to lure animals for breeding and easy capture.\n\nTime to get out there and get working!","Savoir travailler la terre est une compétence précieuse de nos jours. Vous saviez également comment attirer les animaux pour les élever et les capturer facilement.\n\nIl est temps de sortir et de travailler!","Zu wissen, wie man das Land bearbeitet, ist heutzutage eine wertvolle Fähigkeit. Sie haben auch gewusst, wie man Tiere zum Züchten und zum einfachen Einfangen lockt.\n\nZeit raus zu gehen und loszulegen!",,
quest_classtrainingfarmer1,,Quest Info,Reordered,"Class Quest - Farmer 1/6","Quête de Classe - Agriculteur 1/6","Klassenquest - Landwirt 1/6",,
quest_classtrainingfarmer1_subtitle,,Quest Info,Reordered,"Gather Plants and Craft Seeds","Recueillir des plantes et des graines artisanales","Sammle Pflanzen und Samen",,
quest_classtrainingfarmer1_description,,Quest Info,Reordered,"Start basic and work your way up. Find some plants and turn them into some seeds.","Commencez basic et progressez. Trouvez des plantes et transformez-les en graines.","Beginnen Sie einfach und arbeiten Sie sich nach oben. Finden Sie einige Pflanzen und machen Sie daraus Samen.",,
quest_classtrainingfarmer2,,Quest Info,Reordered,"Class Quest - Farmer 2/6","Quête de Classe - Agriculteur 2/6","Klassentraining - Landwirt 2/6",,
quest_classtrainingfarmer2_subtitle,,Quest Info,Reordered,"Gather Resources","Rassembler des ressources","Sammeln Sie Ressourcen",,
quest_classtrainingfarmer2_description,,Quest Info,Reordered,"Well you have the seeds but no tool to prepare the ground. Gather what you need to build a hoe.","Eh bien, vous avez les graines mais pas d’outil pour préparer le terrain. Rassemblez ce dont vous avez besoin pour construire une houe.","Nun, Sie haben die Samen aber kein Werkzeug, um den Boden vorzubereiten. Sammeln Sie, was Sie brauchen, um eine Hacke zu bauen.",,
quest_classtrainingfarmer3,,Quest Info,Reordered,"Class Quest - Farmer 3/6","Quête de Classe - Agriculteur 3/6","Klassentraining - Landwirt 3/6",,
quest_classtrainingfarmer3_subtitle,,Quest Info,Reordered,"Craft Scrap Iron Hoe and Plant Seeds","Graine de ferraille et de plante","Bastelschrottheke und Pflanzensamen",,
quest_classtrainingfarmer3_description,,Quest Info,Reordered,"Now it is time to get your first hoe built. Craft a Scrap Iron Hoe and then plant the seeds you made earlier.","Il est maintenant temps de construire votre première houe. Fabriquez une houe en ferraille puis plantez les graines que vous avez préparées précédemment.","Jetzt ist es Zeit, Ihre erste Hacke bauen zu lassen. Fertigen Sie eine Eisenschrotthacke an und pflanzen Sie die Samen, die Sie zuvor gemacht haben.",,
quest_classtrainingfarmer4,,Quest Info,Reordered,"Class Quest - Farmer 4/6","Quête de Classe - Agriculteur 4/6","Klassentraining - Landwirt 4/6",,
quest_classtrainingfarmer4_subtitle,,Quest Info,Reordered,"Gather More Resources","Rassembler plus de ressources","Sammle mehr Ressourcen",,
quest_classtrainingfarmer4_description,,Quest Info,Reordered,"Surviving on golden rod and yucca alone will get pretty boring. Go find some chrysanthemum and corn.","Survivre avec la verge d’or et le yucca sera ennuyeux. Allez trouver du chrysanthème et du maïs.","Allein mit Goldrute und Yucca zu überleben, wird ziemlich langweilig. Finde etwas Chrysantheme und Mais.",,
quest_classtrainingfarmer5,,Quest Info,Reordered,"Class Quest - Farmer 5/6","Quête de Classe - Agriculteur 5/6","Klassentraining - Landwirt 5/6",,
quest_classtrainingfarmer5_subtitle,,Quest Info,Reordered,"Craft an Animal Snare and Coop","Fabriquer un caisse claire et un animal","Bastle eine Animal Snare und Coop",,
quest_classtrainingfarmer5_description,,Quest Info,Reordered,"Crops take a while to grow. So use some of the corn you found to make animal feed and craft a snare and chicken coop.","Les cultures mettent un certain temps à se développer. Utilisez donc du maïs que vous avez trouvé pour fabriquer des aliments pour animaux et fabriquez un piège et un poulailler.","Die Ernte braucht etwas Zeit, um zu wachsen. Verwenden Sie also etwas von dem Mais, den Sie gefunden haben, um Tierfutter herzustellen und eine Schling- und Hühnerstallung zu machen.",,
quest_classtrainingfarmer6,,Quest Info,Reordered,"Class Quest - Farmer 6/6","Quête de Classe - Agriculteur 6/6","Klassentraining - Landwirt 6/6",,
quest_classtrainingfarmer6_subtitle,,Quest Info,Reordered,"Craft a Mortar and Pestle","Fabriquer un mortier et un pilon","Basteln Sie einen Mörser und eine Stößel",,
quest_classtrainingfarmer6_description,,Quest Info,Reordered,"Nice little farm you have going! Now you need a mortar and pestle. It is useful for cooking and making seeds but you will need a forge to craft one.","Belle petite ferme tu as aller! Maintenant, vous avez besoin d'un mortier et d'un pilon. C'est utile pour cuisiner et faire des graines, mais vous aurez besoin d'une forge pour en fabriquer une.","Netter kleiner Bauernhof, den Sie gehen! Jetzt brauchst du einen Mörser und einen Pistill. Es ist nützlich zum Kochen und zum Herstellen von Samen, aber Sie benötigen eine Schmiede, um eines herzustellen.",,
quest_classtraininghunter,,Quest Info,KgNone,"Class Training - Hunter","Formation en Classe - le Veneur","Klassentraining - Jäger",,
quest_classtraininghunter_offer,,Quest Info,KeyCon KgNone,"Being able to effectively kill and skin animals is going to be very useful in the coming months, and you remember having a knack for it in the past.\n\nGet out there and get hunting!","Etre capable de tuer et de peler efficacement les animaux va être très utile dans les mois à venir, et vous vous en souvenez avoir eu un coup de main.\n\nSortez et allez à la chasse!","In der Lage zu sein, Tiere effektiv zu töten und zu häuten, wird in den kommenden Monaten sehr nützlich sein.\n\nGeht raus und macht Jagd!",,
quest_classtraininghunter1,,Quest Info,Reordered,"Class Quest - Hunter 1/6","Quête de Classe - le Veneur 1/6","Klassentraining - Jäger 1/6",,
quest_classtraininghunter1_subtitle,,Quest Info,Reordered,"Craft An Iron Reinforced Club","Fabriquer un club renforcé de fer","Fertige einen eisernen verstärkten Verein an",,
quest_classtraininghunter1_description,,Quest Info,Reordered,"A Hunter is no use without a weapon, so go make one! Craft An Iron Reinforced Club.","Un chasseur ne sert à rien sans arme, alors allez-en-en une! Fabriquer un club renforcé de fer.","Ein Jäger nützt nichts ohne eine Waffe. Fertige einen eisernen verstärkten Verein an.",,
quest_classtraininghunter2,,Quest Info,Reordered,"Class Quest - Hunter 2/6","Quête de Classe - le Veneur 2/6","Klassentraining - Jäger 2/6",,
quest_classtraininghunter2_subtitle,,Quest Info,Reordered,"Kill Some Zombies With Your Club","Tuez des zombies avec votre club","Töte ein paar Zombies mit deinem Club",,
quest_classtraininghunter2_description,,Quest Info,Reordered,"Now you have a brand new weapon, you should put it to use on zombie skulls. Kill Some Zombies.","Maintenant que vous avez une nouvelle arme, vous devriez l’utiliser sur les crânes de zombies. Tuez des zombies.","Jetzt haben Sie eine brandneue Waffe, die Sie für Zombieschädel verwenden sollten. Töte ein paar Zombies.",,
quest_classtraininghunter3,,Quest Info,Reordered,"Class Quest - Hunter 3/6","Quête de Classe - le Veneur 3/6","Klassentraining - Jäger 3/6",,
quest_classtraininghunter3_subtitle,,Quest Info,Reordered,"Craft A Bone Shiv","Fabriquer une cuisse d'os","Fertige einen Knochenschnitz",,
quest_classtraininghunter3_description,,Quest Info,Reordered,"A good Hunter knows how to skin animals for their meat and hide, but you need a tool for that. Craft A Bone Shiv.","Un bon chasseur sait comment peler les animaux pour leur viande et leur peau, mais vous avez besoin d'un outil pour cela. Fabriquer une cuisse d'os.","Ein guter Jäger weiß, wie man Tiere für ihr Fleisch und für ihre Haut enthäutet, aber dafür braucht man ein Werkzeug. Fertige einen Knochenschnitz.",,
quest_classtraininghunter4,,Quest Info,Reordered,"Class Quest - Hunter 4/6","Quête de Classe - le Veneur 4/6","Klassentraining - Jäger 4/6",,
quest_classtraininghunter4_subtitle,,Quest Info,Reordered,"Kill And Skin Some Animals","Tuer et peler certains animaux","Töten und enthäuten einige Tiere",,
quest_classtraininghunter4_description,,Quest Info,Reordered,"You know how to smash skulls, and you have a basic shiv, so put both of them to use. Kill And Skin Some Animals.","Vous savez casser des crânes et vous avez un shiv basique, alors utilisez-les tous les deux. Tuer et peler certains animaux.","Du weißt, wie man Schädel zertrümmert, und du hast einen grundlegenden Schnitt, also setze beide ein. Töten und töten Sie einige Tiere",,
quest_classtraininghunter5,,Quest Info,Reordered,"Class Quest - Hunter 5/6","Quête de Classe - le Veneur 5/6","Klassentraining - Jäger 5/6",,
quest_classtraininghunter5_subtitle,,Quest Info,Reordered,"Craft Leather Armor","Armure de cuir artisanale","Handwerkliche Lederrüstung",,
quest_classtraininghunter5_description,,Quest Info,Reordered,"Time to put all that hide to good use, and increase your chances of survival. Craft Leather Armor.","Il est temps de tirer parti de tout ce qui cache et d'augmenter vos chances de survie. Armure de cuir artisanale.","Zeit, alle diese Verstecke sinnvoll einzusetzen und Ihre Überlebenschancen zu erhöhen. Handwerkliche Lederrüstung.",,
quest_classtraininghunter6,,Quest Info,Reordered,"Class Quest - Hunter 6/6","Quête de Classe - le Veneur 6/6","Klassentraining - Jäger 6/6",,
quest_classtraininghunter6_subtitle,,Quest Info,Reordered,"Kill Animals And Zombies With A Pipe Rifle","Tuer des animaux et des zombies avec un fusil à pipe","Töten Sie Tiere und Zombies mit einem Pfeifengewehr",,
quest_classtraininghunter6_description,,Quest Info,Reordered,"Oh look! You found a basic rifle. Time for some target practice. Kill Animals And Zombies.","Oh regarde! Vous avez trouvé un fusil de base. Temps pour une pratique cible. Tuez les animaux et les zombies.","Oh schau! Du hast ein einfaches Gewehr gefunden. Zeit für einige Zielübungen. Töte Tiere und Zombies.",,
quest_classtraininglaborer,,Quest Info,KgNone,"Class Training - Laborer","Formation en Classe - Ouvrier","Klassentraining - Arbeiter",,
quest_classtraininglaborer_offer,,Quest Info,KeyCon KgNone,"Knowing how to build is going to be useful these days.\n\nLet's get you working right away, because you'll need to learn how to collect your own resources from now on.\n\nGet cracking!","","",,
quest_classtraininglaborer1,,Quest Info,Reordered,"Class Quest - Laborer 1/6","Quête de Classe - Ouvrier 1/6","Klassentraining - Arbeiter 1/6",,
quest_classtraininglaborer1_subtitle,,Quest Info,Reordered,"Gather Resources","","",,
quest_classtraininglaborer1_description,,Quest Info,Reordered,"No delivery trucks to drop off what you need any more, so you're gonna have to get out there and learn to collect them yourself. Gather Resources.","","",,
quest_classtraininglaborer2,,Quest Info,Reordered,"Class Quest - Laborer 2/6","Quête de Classe - Ouvrier 2/6","Klassentraining - Arbeiter 2/6",,
quest_classtraininglaborer2_subtitle,,Quest Info,Reordered,"Craft Wood Frames and Flagstone Blocks","","",,
quest_classtraininglaborer2_description,,Quest Info,Reordered,"Wood frames are easy enough to make, and you should be used to working with them. But flagstone is tougher, just as easy to make, but needs a lot of resources. Craft Wood Frames and Flagstone Blocks.","","",,
quest_classtraininglaborer3,,Quest Info,Reordered,"Class Quest - Laborer 3/6","Quête de Classe - Ouvrier 3/6","Klassentraining - Arbeiter 3/6",,
quest_classtraininglaborer3_subtitle,,Quest Info,Reordered,"Craft Scrap Iron Tools","","",,
quest_classtraininglaborer3_description,,Quest Info,Reordered,"Iron is harder to make these days, but scrap iron is everywhere. It's time to learn how to make some crude tools from it, since they're better than stone. Craft Scrap Iron Tools.","","",,
quest_classtraininglaborer4,,Quest Info,Reordered,"Class Quest - Laborer 4/6","Quête de Classe - Ouvrier 4/6","Klassentraining - Arbeiter 4/6",,
quest_classtraininglaborer4_subtitle,,Quest Info,Reordered,"Gather More Resources","","",,
quest_classtraininglaborer4_description,,Quest Info,Reordered,"Time to do some more gathering, but there's a reason. You're going to need to make your own forge, and these resources will help. Gather More Resources.","","",,
quest_classtraininglaborer5,,Quest Info,Reordered,"Class Quest - Laborer 5/6","Quête de Classe - Ouvrier 5/6","Klassentraining - Arbeiter 5/6",,
quest_classtraininglaborer5_subtitle,,Quest Info,Reordered,"Craft a Forge","","",,
quest_classtraininglaborer5_description,,Quest Info,Reordered,"Did gathering all that crap jog your memory? Then you know what to do. Craft a Forge.","","",,
quest_classtraininglaborer6,,Quest Info,Reordered,"Class Quest - Laborer 6/6","Quête de Classe - Ouvrier 6/6","Klassentraining - Arbeiter 6/6",,
quest_classtraininglaborer6_subtitle,,Quest Info,Reordered,"Craft An Iron Reinforced Club","","",,
quest_classtraininglaborer6_description,,Quest Info,Reordered,"That forge should let you make a pretty nice weapon, so get to it! Craft An Iron Reinforced Club.","","",,
quest_classtrainingmechanic,,Quest Info,KgNone,"Class Training - Mechanic","Formation en Classe - Mécanicien","Klassentraining - Mechaniker",,
quest_classtrainingmechanic_offer,,Quest Info,KeyCon KgNone,"Knowing how to repair things and scavenge broken appliances for usable parts is going to prove invaluable in the coming days.\n\nGet some basic tools together and start taking everything apart","Savoir réparer les pièces et nettoyer les appareils défectueux pour trouver des pièces utilisables va s'avérer inestimable dans les prochains jours.\n\nObtenez quelques outils de base ensemble et commencez à tout démonter","In den kommenden Tagen wird es von unschätzbarem Wert sein, zu wissen, wie man Dinge repariert und defekte Geräte nach gebrauchsfertigen Teilen spült.\n\nHolen Sie sich einige grundlegende Werkzeuge zusammen und fangen Sie an, alles auseinander zu nehmen",,
quest_classtrainingmechanic1,,Quest Info,Reordered,"Class Quest - Mechanic 1/6","Quête de Classe - Mécanicien 1/6","Klassentraining - Mechaniker 1/6",,
quest_classtrainingmechanic1_subtitle,,Quest Info,Reordered,"Craft A Stone Axe","Fabriquer une hache en pierre","Bastelt eine Steinaxt",,
quest_classtrainingmechanic1_description,,Quest Info,Reordered,"A stone axe is better than nothing. You will not get a lot of resources with it but at least it is a place to start. Craft a Stone Axe","Une hache de pierre vaut mieux que rien. Vous n’obtiendrez pas beaucoup de ressources, mais au moins c’est un endroit pour commencer. Fabriquer une hache de pierre","Eine Steinaxt ist besser als nichts. Sie werden nicht viele Ressourcen damit bekommen, aber es ist zumindest ein Startplatz. Bastelt eine Steinaxt",,
quest_classtrainingmechanic2,,Quest Info,Reordered,"Class Quest - Mechanic 2/6","Quête de Classe - Mécanicien 2/6","Klassentraining - Mechaniker 2/6",,
quest_classtrainingmechanic2_subtitle,,Quest Info,Reordered,"Take apart a car","Démonter une voiture","Nehmen Sie ein Auto auseinander",,
quest_classtrainingmechanic2_description,,Quest Info,Reordered,"A stone axe is better than nothing. Find a complete car and use your axe to tear it down to nothing. Take apart a car.","Une hache de pierre vaut mieux que rien. Trouvez une voiture complète et utilisez votre hache pour la réduire à néant. Démontez une voiture.","Eine Steinaxt ist besser als nichts. Finden Sie ein komplettes Auto und verwenden Sie Ihre Axt, um es zu reißen. Nehmen Sie ein Auto auseinander.",,
quest_classtrainingmechanic3,,Quest Info,Reordered,"Class Quest - Mechanic 3/6","Quête de Classe - Mécanicien 3/6","Klassentraining - Mechaniker 3/6",,
quest_classtrainingmechanic3_subtitle,,Quest Info,Reordered,"Take apart several cars","Démonter plusieurs voitures","Nehmen Sie mehrere Autos auseinander",,
quest_classtrainingmechanic3_description,,Quest Info,Reordered,"No doubt you noticed that the axe doesn't give you a great deal of resources. Gas is very useful these days so go and take apart more cars. Take apart several cars.","Vous avez sans doute remarqué que la hache ne vous donnait pas beaucoup de ressources. Le gaz est très utile ces jours-ci alors allez démonter plus de voitures. Démontez plusieurs voitures.","Zweifellos haben Sie bemerkt, dass Sie mit der Axt nicht viele Ressourcen haben. Gas ist heutzutage sehr nützlich, nehmen Sie also mehr Autos auseinander. Nehmen Sie mehrere Autos auseinander.",,
quest_classtrainingmechanic4,,Quest Info,Reordered,"Class Quest - Mechanic 4/6","Quête de Classe - Mécanicien 4/6","Klassentraining - Mechaniker 4/6",,
quest_classtrainingmechanic4_subtitle,,Quest Info,Reordered,"Find a car battery and small engine","Trouver une batterie de voiture et un petit moteur","Finden Sie eine Autobatterie und einen kleinen Motor",,
quest_classtrainingmechanic4_description,,Quest Info,Reordered,"The wrench is specifically designed to take apart cars and appliances. So take your new tool and look for things that your axe normally destroys. Find a Car Battery and Small Engine.","La clé est spécialement conçue pour démonter les voitures et les appareils. Alors, prenez votre nouvel outil et cherchez ce que votre hache détruit normalement. Trouvez une batterie de voiture et un petit moteur.","Der Schlüssel ist speziell dafür ausgelegt, Autos und Geräte auseinander zu nehmen. Nehmen Sie Ihr neues Werkzeug und suchen Sie nach Dingen, die Ihre Axt normalerweise zerstört. Finden Sie eine Autobatterie und einen kleinen Motor.",,
quest_classtrainingmechanic5,,Quest Info,Reordered,"Class Quest - Mechanic 5/6","Quête de Classe - Mécanicien 5/6","Klassentraining - Mechaniker 5/6",,
